aX,aY,aZ,gX,gY,gZ
8.097,-0.881,5.315,-0.393,-0.334,-0.595
8.068,-0.891,5.279,-0.416,-0.338,-0.574
8.009,-0.962,5.224,-0.440,-0.339,-0.540
7.977,-1.030,5.188,-0.455,-0.339,-0.512
7.958,-1.144,5.148,-0.474,-0.334,-0.474
7.932,-1.221,5.126,-0.483,-0.326,-0.444
7.903,-1.293,5.085,-0.492,-0.314,-0.417
7.894,-1.389,5.013,-0.512,-0.296,-0.389
7.894,-1.475,4.990,-0.528,-0.278,-0.375
7.898,-1.568,4.937,-0.547,-0.258,-0.365
7.901,-1.731,4.899,-0.574,-0.237,-0.362
7.884,-2.188,4.786,-0.584,-0.190,-0.393
7.894,-2.267,4.776,-0.543,-0.182,-0.408
7.922,-2.322,4.772,-0.497,-0.177,-0.419
7.956,-2.377,4.788,-0.418,-0.168,-0.435
7.980,-2.411,4.822,-0.347,-0.160,-0.446
8.004,-2.421,4.822,-0.269,-0.152,-0.457
8.013,-2.397,4.831,-0.160,-0.142,-0.472
7.987,-2.375,4.851,-0.082,-0.138,-0.482
7.958,-2.337,4.870,-0.008,-0.135,-0.493
7.944,-2.246,4.913,0.080,-0.130,-0.507
7.975,-2.145,4.918,0.137,-0.124,-0.516
8.009,-1.994,4.927,0.199,-0.110,-0.529
8.035,-1.865,4.949,0.232,-0.096,-0.538
8.073,-1.745,4.966,0.256,-0.080,-0.547
8.128,-1.559,4.970,0.273,-0.053,-0.556
8.157,-1.425,4.963,0.278,-0.029,-0.562
8.164,-1.310,4.963,0.278,-0.002,-0.563
8.147,-1.183,4.982,0.273,0.031,-0.558
8.131,-1.118,4.987,0.266,0.054,-0.549
8.102,-1.041,4.982,0.257,0.071,-0.536
8.066,-0.989,4.990,0.247,0.089,-0.512
8.066,-0.977,5.006,0.240,0.097,-0.489
8.056,-0.960,5.001,0.236,0.101,-0.461
8.076,-0.924,4.990,0.232,0.099,-0.423
8.090,-0.903,4.987,0.228,0.094,-0.394
8.114,-0.907,4.978,0.226,0.088,-0.361
8.140,-0.943,4.968,0.228,0.081,-0.318
8.176,-0.977,4.961,0.228,0.079,-0.287
8.236,-1.032,4.954,0.224,0.079,-0.246
8.255,-1.075,4.958,0.218,0.080,-0.217
8.284,-1.137,4.968,0.210,0.083,-0.189
8.337,-1.207,4.994,0.194,0.090,-0.159
8.377,-1.238,5.004,0.179,0.099,-0.137
8.408,-1.269,5.042,0.160,0.110,-0.118
8.452,-1.334,5.049,0.129,0.126,-0.096
8.459,-1.417,5.059,0.105,0.138,-0.082
8.459,-1.472,5.073,0.082,0.148,-0.067
8.447,-1.525,5.109,0.049,0.161,-0.048
8.420,-1.585,5.133,0.026,0.171,-0.035
8.392,-1.635,5.167,0.004,0.179,-0.022
8.353,-1.705,5.215,-0.021,0.186,-0.007
8.317,-1.765,5.246,-0.038,0.190,0.005
8.262,-1.834,5.274,-0.051,0.193,0.017
8.195,-1.937,5.332,-0.067,0.196,0.031
8.143,-2.021,5.370,-0.079,0.193,0.039
8.095,-2.109,5.385,-0.093,0.187,0.042
8.028,-2.219,5.399,-0.114,0.176,0.042
7.966,-2.325,5.418,-0.131,0.160,0.037
7.898,-2.425,5.456,-0.150,0.142,0.027
7.836,-2.533,5.483,-0.175,0.116,0.009
7.788,-2.617,5.480,-0.191,0.095,-0.010
7.745,-2.715,5.488,-0.207,0.068,-0.038
7.717,-2.784,5.492,-0.215,0.048,-0.063
7.683,-2.842,5.476,-0.218,0.030,-0.088
7.657,-2.899,5.471,-0.217,0.008,-0.124
7.635,-2.938,5.468,-0.215,-0.009,-0.154
7.623,-2.942,5.444,-0.209,-0.025,-0.184
7.594,-2.928,5.418,-0.200,-0.047,-0.224
7.587,-2.926,5.413,-0.190,-0.062,-0.256

9.373,6.563,4.846,0.569,-0.789,0.320
9.445,7.348,4.834,0.539,-0.820,0.448
9.486,7.781,4.786,0.508,-0.845,0.554
9.536,8.131,4.693,0.467,-0.869,0.670
9.627,8.492,4.559,0.407,-0.896,0.842
9.718,8.741,4.463,0.362,-0.912,0.988
9.845,8.976,4.360,0.323,-0.922,1.146
10.063,9.287,4.245,0.277,-0.918,1.374
10.252,9.538,4.223,0.245,-0.904,1.549
10.412,9.752,4.259,0.214,-0.882,1.731
10.566,9.881,4.274,0.172,-0.843,1.974
10.623,9.845,4.269,0.142,-0.809,2.154
10.628,9.754,4.223,0.120,-0.770,2.333
10.542,9.481,4.147,0.115,-0.716,2.571
10.420,9.182,4.113,0.134,-0.677,2.751
10.283,8.861,4.096,0.172,-0.640,2.932
10.089,8.535,4.118,0.220,-0.598,3.110
9.728,8.035,4.202,0.294,-0.540,3.339
9.404,7.551,4.264,0.356,-0.497,3.501
9.024,7.010,4.314,0.425,-0.462,3.652
8.468,6.249,4.439,0.517,-0.436,3.832
8.066,5.588,4.511,0.591,-0.426,3.950
7.642,4.774,4.611,0.672,-0.416,4.054
7.041,3.610,4.786,0.787,-0.403,4.172
6.498,2.502,5.270,0.876,-0.417,4.233
5.583,0.103,6.601,1.029,-0.512,4.258
3.819,-5.564,8.914,1.413,-0.742,4.245
2.557,-10.209,9.910,1.910,-0.799,4.271
1.573,-12.816,9.586,2.374,-0.779,4.244
-0.041,-16.704,8.672,2.971,-0.651,4.210
-0.986,-19.850,8.016,3.227,-0.484,4.135
-2.162,-22.996,7.752,3.418,-0.303,4.028
-3.479,-26.418,7.676,3.554,-0.263,3.719
-3.417,-28.728,7.171,3.482,-0.606,3.201
-3.168,-31.194,5.667,3.099,-1.095,2.174
-3.093,-31.486,4.506,2.700,-1.359,1.334
-2.734,-30.873,3.658,2.263,-1.473,0.531
-1.307,-29.884,2.978,1.740,-1.319,-0.412
0.117,-29.001,2.866,1.422,-1.031,-1.049
1.415,-27.646,3.261,1.193,-0.664,-1.621
3.000,-24.689,4.082,0.979,-0.217,-2.253
4.116,-21.565,4.714,0.847,0.027,-2.609
5.102,-18.004,5.329,0.725,0.221,-2.844
6.314,-13.503,6.397,0.541,0.420,-3.006
7.087,-10.836,7.341,0.377,0.550,-3.057
7.685,-8.863,8.049,0.191,0.655,-3.082
8.080,-6.970,8.514,-0.063,0.729,-3.098
8.004,-5.684,8.602,-0.234,0.722,-3.067
7.592,-3.836,8.387,-0.431,0.653,-2.930
7.214,-2.478,8.009,-0.578,0.600,-2.767
6.871,-1.396,7.599,-0.741,0.559,-2.586
6.476,-0.658,7.202,-0.962,0.506,-2.341
6.280,-0.563,7.013,-1.109,0.458,-2.160
6.151,-0.639,6.893,-1.238,0.402,-1.981
6.134,-0.687,6.843,-1.379,0.322,-1.738
6.261,-0.651,6.855,-1.456,0.276,-1.547
6.483,-0.615,6.936,-1.510,0.240,-1.366
6.934,-0.555,6.962,-1.557,0.181,-1.161
7.357,-0.469,6.970,-1.580,0.149,-1.040
8.018,-0.314,7.137,-1.600,0.157,-0.923
8.480,-0.280,7.283,-1.623,0.181,-0.871
8.887,-0.338,7.374,-1.664,0.193,-0.855
9.383,-0.464,7.343,-1.739,0.171,-0.888
9.644,-0.548,7.233,-1.792,0.127,-0.942
9.835,-0.565,7.192,-1.818,0.081,-1.006
9.993,-0.469,7.161,-1.799,0.044,-1.093
10.065,-0.340,7.111,-1.730,0.031,-1.152
10.104,-0.120,7.005,-1.618,0.022,-1.205
10.092,0.306,6.831,-1.405,0.016,-1.260
10.068,0.733,6.687,-1.207,0.004,-1.290
10.020,1.271,6.534,-0.986,-0.025,-1.310
9.950,2.102,6.314,-0.662,-0.085,-1.321
9.910,2.775,6.134,-0.406,-0.137,-1.315
9.881,3.816,5.823,-0.063,-0.217,-1.287
9.859,4.741,5.571,0.179,-0.284,-1.246
9.876,5.772,5.308,0.394,-0.359,-1.185
9.965,7.161,4.913,0.627,-0.477,-1.078
10.142,8.140,4.583,0.758,-0.574,-0.982
10.424,9.069,4.195,0.859,-0.662,-0.875
10.942,10.252,3.596,0.961,-0.748,-0.717
11.372,11.095,3.191,1.019,-0.780,-0.583
11.768,11.926,2.878,1.069,-0.788,-0.434
12.206,13.003,2.555,1.118,-0.768,-0.207
12.459,13.748,2.308,1.142,-0.730,-0.009
12.639,14.353,2.047,1.149,-0.677,0.212
12.735,14.791,1.657,1.137,-0.586,0.543
12.711,14.789,1.377,1.121,-0.511,0.812
12.627,14.530,1.113,1.096,-0.438,1.099
11.581,12.514,0.606,0.925,-0.113,2.487
11.291,11.890,0.591,0.875,-0.038,2.758
10.783,10.846,0.685,0.814,0.069,3.089
10.362,9.704,0.979,0.786,0.147,3.312
9.785,8.327,1.381,0.790,0.225,3.519
8.914,6.692,2.071,0.815,0.282,3.694
7.518,2.993,4.058,0.931,0.247,3.848
5.935,-1.207,5.906,1.205,0.207,3.967
4.640,-4.956,6.986,1.566,0.214,4.064
3.587,-8.753,7.333,2.045,0.284,4.101
2.626,-10.977,7.226,2.370,0.381,4.094
1.547,-12.965,7.197,2.619,0.459,4.050
0.146,-15.373,7.460,2.846,0.445,3.911
-0.560,-17.293,7.865,2.960,0.305,3.719
-0.821,-19.020,8.116,2.985,0.079,3.427
-0.804,-20.798,8.059,2.859,-0.238,2.872
-0.601,-21.658,8.018,2.636,-0.446,2.332
-0.024,-22.836,7.863,2.364,-0.654,1.681
0.522,-23.997,7.652,1.961,-0.782,0.726
0.792,-24.028,7.525,1.728,-0.799,0.067
1.542,-22.896,7.412,1.492,-0.742,-0.697
2.354,-21.373,7.365,1.321,-0.666,-1.192
3.261,-19.532,7.434,1.134,-0.551,-1.628
4.496,-16.721,7.649,0.869,-0.358,-2.107
5.399,-14.471,7.903,0.663,-0.215,-2.388
6.177,-12.220,8.179,0.444,-0.087,-2.607
7.142,-9.428,8.578,0.114,0.038,-2.828
7.271,-7.532,8.918,-0.114,0.097,-2.935
7.099,-5.945,9.055,-0.296,0.125,-2.935
7.341,-4.233,9.187,-0.501,0.196,-2.837
7.695,-3.000,9.052,-0.668,0.301,-2.745
7.812,-1.463,8.722,-0.859,0.470,-2.572
7.776,-0.512,8.490,-0.983,0.587,-2.414
7.580,0.278,8.193,-1.110,0.666,-2.246
7.381,1.034,7.829,-1.311,0.653,-2.025
7.369,1.465,7.623,-1.479,0.546,-1.873
7.345,1.896,7.496,-1.627,0.395,-1.722
7.379,2.440,7.482,-1.755,0.220,-1.486
7.587,2.792,7.513,-1.801,0.165,-1.300
7.891,2.945,7.484,-1.827,0.175,-1.120
8.413,2.904,7.278,-1.838,0.214,-0.912
8.823,2.840,7.001,-1.843,0.207,-0.788
9.189,2.772,6.737,-1.848,0.157,-0.690
9.665,2.557,6.467,-1.852,0.080,-0.591
10.034,2.342,6.282,-1.854,0.060,-0.541
10.285,2.045,6.129,-1.851,0.069,-0.506
10.434,1.573,5.892,-1.831,0.095,-0.475
10.412,1.166,5.741,-1.798,0.106,-0.456
10.329,0.766,5.605,-1.746,0.107,-0.440
10.192,0.290,5.452,-1.649,0.109,-0.418
10.104,-0.002,5.349,-1.558,0.117,-0.403
10.001,-0.239,5.248,-1.449,0.126,-0.388
9.850,-0.467,5.100,-1.279,0.131,-0.369
9.718,-0.587,5.009,-1.142,0.128,-0.358
9.517,-0.682,4.920,-0.951,0.120,-0.348
9.335,-0.740,4.884,-0.806,0.110,-0.343
9.146,-0.826,4.875,-0.663,0.091,-0.339
8.950,-0.917,4.858,-0.484,0.053,-0.339
8.820,-0.962,4.858,-0.367,0.022,-0.342
8.708,-0.984,4.867,-0.269,-0.008,-0.350
8.571,-1.003,4.817,-0.168,-0.048,-0.366
8.490,-1.037,4.772,-0.118,-0.087,-0.383
8.428,-1.051,4.707,-0.087,-0.130,-0.404
8.380,-1.041,4.642,-0.071,-0.183,-0.434
8.351,-1.015,4.621,-0.071,-0.212,-0.457
8.327,-0.984,4.592,-0.077,-0.231,-0.488
8.289,-0.974,4.578,-0.083,-0.238,-0.509
8.282,-0.939,4.547,-0.091,-0.239,-0.527
8.284,-0.895,4.532,-0.103,-0.237,-0.549
8.258,-0.862,4.537,-0.109,-0.235,-0.561
8.222,-0.828,4.547,-0.115,-0.233,-0.570
8.179,-0.814,4.551,-0.113,-0.234,-0.571
8.128,-0.807,4.566,-0.109,-0.233,-0.567
8.080,-0.814,4.585,-0.098,-0.235,-0.550
8.049,-0.819,4.585,-0.089,-0.237,-0.534
8.040,-0.833,4.578,-0.082,-0.238,-0.515
8.011,-0.855,4.561,-0.079,-0.240,-0.489
8.023,-0.857,4.539,-0.083,-0.241,-0.470
8.080,-0.860,4.515,-0.095,-0.232,-0.450
8.291,-0.867,4.544,-0.179,-0.128,-0.432
8.308,-0.862,4.542,-0.207,-0.095,-0.439
8.320,-0.879,4.547,-0.247,-0.056,-0.453
8.313,-0.891,4.566,-0.274,-0.036,-0.466
8.325,-0.891,4.578,-0.302,-0.018,-0.486
8.315,-0.910,4.626,-0.314,-0.011,-0.501
8.334,-0.931,4.671,-0.315,-0.008,-0.515
8.341,-0.934,4.736,-0.297,-0.008,-0.531
8.353,-0.948,4.786,-0.266,-0.005,-0.538
8.377,-0.953,4.846,-0.207,0.000,-0.545
8.406,-0.958,4.884,-0.150,0.007,-0.548
8.408,-0.955,4.879,-0.087,0.017,-0.550
8.425,-0.941,4.872,0.003,0.033,-0.553
8.428,-0.924,4.855,0.068,0.043,-0.558
8.425,-0.900,4.843,0.127,0.050,-0.565
8.430,-0.879,4.843,0.198,0.056,-0.577
8.420,-0.855,4.834,0.244,0.058,-0.588
8.420,-0.857,4.817,0.284,0.059,-0.598
8.440,-0.833,4.800,0.330,0.064,-0.611
8.444,-0.757,4.796,0.361,0.070,-0.615
8.464,-0.682,4.805,0.386,0.078,-0.614
8.504,-0.575,4.824,0.414,0.088,-0.609
8.523,-0.486,4.829,0.434,0.096,-0.599
8.545,-0.405,4.836,0.456,0.103,-0.584
8.578,-0.314,4.824,0.481,0.110,-0.555
8.617,-0.227,4.815,0.499,0.118,-0.527
8.655,-0.139,4.796,0.516,0.131,-0.492
8.701,-0.026,4.788,0.532,0.151,-0.441
8.722,0.062,4.796,0.540,0.165,-0.400
8.751,0.120,4.803,0.543,0.175,-0.356
8.782,0.184,4.803,0.537,0.182,-0.299
8.794,0.223,4.798,0.523,0.185,-0.257
8.825,0.249,4.779,0.499,0.189,-0.216
8.854,0.278,4.769,0.452,0.199,-0.165
8.885,0.285,4.779,0.408,0.206,-0.128
8.906,0.283,4.796,0.358,0.216,-0.094
8.947,0.263,4.836,0.287,0.234,-0.050
8.964,0.208,4.863,0.231,0.250,-0.018
8.969,0.156,4.891,0.175,0.266,0.014
8.969,0.081,4.930,0.102,0.293,0.055
8.940,0.014,4.990,0.049,0.311,0.086
8.933,-0.069,5.035,-0.001,0.329,0.115
8.906,-0.168,5.102,-0.064,0.350,0.153
8.875,-0.249,5.143,-0.106,0.363,0.181
8.837,-0.333,5.193,-0.145,0.373,0.208
8.763,-0.445,5.270,-0.191,0.381,0.241
8.696,-0.546,5.313,-0.222,0.384,0.265
8.648,-0.644,5.344,-0.250,0.386,0.287
8.571,-0.778,5.409,-0.285,0.386,0.313
8.514,-0.891,5.456,-0.312,0.387,0.330
8.480,-1.001,5.519,-0.338,0.389,0.345
8.430,-1.109,5.578,-0.376,0.392,0.357
8.349,-1.166,5.631,-0.407,0.392,0.361
8.277,-1.231,5.677,-0.443,0.389,0.360
8.176,-1.305,5.737,-0.492,0.377,0.353
8.119,-1.381,5.801,-0.534,0.364,0.342
8.059,-1.465,5.851,-0.574,0.349,0.327
7.999,-1.568,5.887,-0.625,0.324,0.302

9.562,9.218,2.272,-0.229,-0.132,0.342
9.608,9.658,2.346,-0.279,-0.098,0.441
9.637,10.027,2.421,-0.321,-0.065,0.554
9.629,10.432,2.461,-0.359,-0.021,0.724
9.577,10.623,2.461,-0.371,0.011,0.869
9.507,10.760,2.476,-0.367,0.040,1.031
9.414,10.872,2.526,-0.341,0.077,1.265
9.352,10.853,2.545,-0.311,0.105,1.455
9.294,10.750,2.543,-0.273,0.132,1.651
9.199,10.546,2.512,-0.206,0.168,1.921
9.112,10.367,2.504,-0.145,0.195,2.126
9.026,10.137,2.531,-0.079,0.222,2.334
8.849,9.845,2.593,0.002,0.257,2.606
8.732,9.661,2.624,0.053,0.281,2.802
8.607,9.457,2.636,0.094,0.304,2.991
8.416,9.045,2.739,0.131,0.331,3.223
8.246,8.662,2.887,0.148,0.347,3.380
8.037,8.179,3.110,0.158,0.364,3.523
7.769,7.614,3.349,0.163,0.382,3.651
7.302,6.716,3.704,0.166,0.404,3.802
6.888,5.935,3.991,0.168,0.409,3.902
6.455,5.076,4.274,0.177,0.404,3.989
5.868,3.831,4.659,0.204,0.383,4.088
5.442,2.892,4.970,0.231,0.353,4.145
5.037,1.365,5.567,0.296,0.307,4.194
3.974,-1.377,7.020,0.462,0.194,4.236
2.998,-4.891,8.693,0.709,0.019,4.236
1.923,-9.567,10.393,1.124,-0.147,4.238
1.259,-14.317,11.231,1.983,-0.253,4.238
0.709,-17.971,11.449,2.735,-0.312,4.227
0.383,-22.467,11.832,3.453,-0.226,4.243
-0.414,-26.985,11.351,4.027,0.116,4.240
-0.692,-27.375,9.139,4.066,0.155,4.054
-0.687,-26.023,7.116,3.883,-0.175,3.688
-0.864,-23.992,5.720,3.368,-0.756,3.043
-0.472,-23.229,5.514,2.771,-1.067,2.397
0.486,-23.899,5.576,2.119,-1.251,1.621
1.583,-26.346,5.385,1.294,-1.282,0.499
2.263,-27.883,5.401,0.814,-1.182,-0.273
3.213,-28.244,5.710,0.395,-0.952,-1.146
3.977,-27.186,5.952,0.169,-0.796,-1.669
5.080,-25.228,6.337,-0.042,-0.690,-2.110
6.479,-22.005,7.111,-0.311,-0.473,-2.610
7.235,-19.544,7.611,-0.488,-0.232,-2.906
7.877,-17.186,7.793,-0.646,-0.007,-3.139
8.686,-14.222,7.841,-0.822,0.163,-3.366
9.103,-12.184,8.133,-0.915,0.274,-3.477
9.199,-9.677,8.583,-0.989,0.446,-3.546
8.976,-8.023,8.662,-1.006,0.530,-3.531
8.626,-6.551,8.461,-0.994,0.529,-3.454
8.052,-4.877,7.982,-0.955,0.434,-3.268
7.647,-3.847,7.645,-0.930,0.321,-3.090
7.274,-2.998,7.456,-0.911,0.222,-2.892
6.843,-2.102,7.302,-0.884,0.154,-2.607
6.596,-1.563,7.166,-0.864,0.126,-2.385
6.462,-1.080,7.001,-0.855,0.099,-2.167
6.527,-0.450,6.807,-0.875,0.039,-1.905
6.716,0.050,6.728,-0.910,-0.006,-1.743
7.027,0.637,6.594,-0.967,-0.050,-1.615
7.558,1.501,6.402,-1.062,-0.046,-1.491
7.961,2.102,6.287,-1.164,0.033,-1.435
8.373,2.832,6.103,-1.351,0.161,-1.412
8.605,3.251,5.887,-1.518,0.202,-1.429
8.811,3.543,5.662,-1.675,0.166,-1.463
9.098,3.826,5.492,-1.840,0.055,-1.518
9.318,4.027,5.456,-1.906,-0.022,-1.555
9.570,4.295,5.459,-1.919,-0.078,-1.581
9.919,4.786,5.435,-1.818,-0.124,-1.591
10.137,5.246,5.332,-1.658,-0.154,-1.574
10.326,5.789,5.162,-1.427,-0.181,-1.531
10.549,6.656,4.865,-1.023,-0.189,-1.429
10.712,7.381,4.650,-0.675,-0.173,-1.323
10.879,8.155,4.496,-0.304,-0.141,-1.192
11.114,9.258,4.271,0.192,-0.089,-0.988
11.272,10.192,4.085,0.543,-0.042,-0.810
11.416,11.550,3.795,0.939,0.009,-0.547
11.535,12.668,3.546,1.156,0.022,-0.336
11.662,13.736,3.333,1.301,0.016,-0.116
11.772,14.964,3.170,1.377,-0.007,0.183
11.803,15.663,3.069,1.358,-0.018,0.410
11.784,16.156,2.954,1.289,-0.018,0.645
11.636,16.395,2.792,1.147,-0.003,0.972
11.408,16.295,2.641,1.025,0.026,1.233
11.102,16.017,2.468,0.895,0.068,1.503
10.783,15.670,2.289,0.760,0.117,1.786
10.341,15.196,2.128,0.592,0.205,2.186
10.001,14.796,2.109,0.471,0.271,2.500
9.646,14.329,2.205,0.357,0.333,2.818
9.203,13.453,2.361,0.211,0.392,3.228
8.880,12.625,2.433,0.108,0.411,3.510
8.497,11.523,2.598,0.017,0.404,3.766
7.580,9.079,3.632,-0.038,0.328,4.063
6.644,6.000,5.128,0.032,0.186,4.238
5.471,1.724,6.838,0.282,0.025,4.397
4.436,-4.243,8.408,0.907,-0.120,4.588
3.982,-7.575,8.440,1.430,-0.178,4.664
3.407,-10.613,8.155,1.976,-0.173,4.728
2.598,-14.504,8.083,2.580,-0.086,4.758
1.657,-17.023,8.140,2.943,-0.029,4.741
0.883,-19.041,7.922,3.184,-0.017,4.655
0.512,-20.114,6.953,3.164,-0.184,4.304
0.972,-23.741,4.630,1.275,-0.885,1.535
1.506,-26.159,4.140,0.699,-0.886,0.401
2.105,-26.734,4.216,0.427,-0.836,-0.364
2.885,-26.116,4.547,0.267,-0.771,-1.029
4.125,-23.870,5.193,0.165,-0.650,-1.745
5.200,-21.579,5.674,0.128,-0.516,-2.172
6.256,-19.079,6.184,0.110,-0.315,-2.514
7.333,-15.749,6.728,0.096,0.020,-2.856
7.882,-13.398,7.020,0.084,0.244,-3.041
8.241,-11.202,7.321,0.060,0.432,-3.171
8.516,-8.425,7.638,-0.006,0.625,-3.267
8.576,-6.419,7.671,-0.080,0.701,-3.281
8.392,-3.931,7.503,-0.210,0.686,-3.222
8.145,-2.294,7.333,-0.324,0.605,-3.125
7.896,-0.869,7.175,-0.449,0.494,-2.992
7.688,0.682,7.056,-0.624,0.357,-2.774
7.551,1.640,7.044,-0.747,0.287,-2.588
7.448,2.430,7.013,-0.871,0.225,-2.394
7.367,3.232,7.037,-1.011,0.133,-2.127
7.333,3.670,7.072,-1.083,0.090,-1.918
7.432,4.017,7.094,-1.131,0.064,-1.706
7.652,4.350,7.178,-1.165,0.097,-1.428
7.827,4.489,7.250,-1.173,0.177,-1.224
8.042,4.604,7.228,-1.191,0.267,-1.038
8.322,4.733,6.958,-1.262,0.344,-0.825
8.598,4.855,6.594,-1.369,0.337,-0.696
8.916,4.901,6.235,-1.506,0.270,-0.591
9.261,4.669,5.940,-1.687,0.152,-0.476
9.462,4.288,5.842,-1.801,0.079,-0.404
9.625,3.788,5.801,-1.870,0.028,-0.338
9.749,3.043,5.760,-1.893,-0.019,-0.250
9.780,2.480,5.722,-1.849,-0.043,-0.182
9.804,1.779,5.655,-1.699,-0.046,-0.078
9.838,1.283,5.557,-1.545,-0.029,0.003
9.869,0.886,5.468,-1.367,0.002,0.079
9.862,0.424,5.346,-1.116,0.066,0.173
9.804,0.127,5.282,-0.935,0.120,0.232
9.692,-0.127,5.198,-0.772,0.169,0.277
9.505,-0.407,5.090,-0.600,0.205,0.312
9.359,-0.567,5.004,-0.509,0.204,0.317
9.199,-0.678,4.915,-0.454,0.175,0.301
8.981,-0.785,4.841,-0.424,0.109,0.252
8.825,-0.869,4.793,-0.424,0.056,0.203
8.722,-0.955,4.748,-0.435,0.011,0.145
8.588,-1.061,4.693,-0.455,-0.030,0.065
8.516,-1.147,4.673,-0.473,-0.053,0.004
8.442,-1.252,4.673,-0.479,-0.066,-0.053
8.320,-1.417,4.652,-0.460,-0.071,-0.116
8.212,-1.554,4.671,-0.425,-0.070,-0.152
8.104,-1.697,4.659,-0.377,-0.066,-0.179
7.970,-1.844,4.666,-0.300,-0.060,-0.199
7.877,-1.951,4.650,-0.237,-0.064,-0.205
7.788,-2.035,4.604,-0.158,-0.098,-0.209
7.764,-2.085,4.568,-0.105,-0.144,-0.210
7.774,-2.090,4.547,-0.057,-0.193,-0.210
7.824,-2.078,4.518,-0.004,-0.255,-0.211
7.855,-2.069,4.487,0.033,-0.292,-0.212
7.930,-2.083,4.446,0.071,-0.326,-0.216
7.997,-2.093,4.420,0.093,-0.337,-0.221
8.040,-2.112,4.415,0.114,-0.334,-0.226
8.076,-2.124,4.401,0.136,-0.310,-0.234
8.116,-2.107,4.408,0.145,-0.281,-0.242
8.138,-2.095,4.439,0.150,-0.246,-0.251
8.152,-2.085,4.456,0.137,-0.200,-0.268
8.145,-2.064,4.482,0.119,-0.170,-0.285
8.138,-2.045,4.503,0.094,-0.147,-0.306
8.128,-2.006,4.544,0.056,-0.136,-0.335
8.133,-1.985,4.556,0.032,-0.136,-0.359
8.159,-1.930,4.578,0.014,-0.139,-0.381
8.171,-1.836,4.621,0.009,-0.145,-0.403
8.162,-1.767,4.676,0.021,-0.147,-0.415
8.186,-1.669,4.774,0.059,-0.145,-0.424
8.205,-1.604,4.834,0.104,-0.139,-0.424
8.226,-1.559,4.908,0.159,-0.128,-0.422
8.270,-1.489,5.006,0.240,-0.107,-0.413
8.277,-1.429,5.080,0.303,-0.086,-0.403
8.279,-1.379,5.133,0.364,-0.064,-0.392
8.282,-1.305,5.207,0.424,-0.044,-0.383
8.291,-1.202,5.243,0.445,-0.042,-0.382
8.298,-1.073,5.260,0.451,-0.040,-0.386
8.320,-0.915,5.255,0.433,-0.047,-0.397
8.332,-0.795,5.258,0.406,-0.051,-0.409
8.349,-0.651,5.301,0.363,-0.051,-0.426
8.375,-0.565,5.318,0.331,-0.048,-0.435
8.408,-0.500,5.318,0.308,-0.037,-0.438
8.444,-0.464,5.298,0.290,-0.008,-0.434
8.468,-0.455,5.284,0.283,0.017,-0.424
8.490,-0.472,5.284,0.285,0.046,-0.409
8.511,-0.496,5.246,0.295,0.082,-0.381
8.531,-0.503,5.219,0.307,0.102,-0.356
8.543,-0.491,5.174,0.319,0.116,-0.330
8.598,-0.484,5.121,0.331,0.127,-0.294
8.638,-0.472,5.076,0.340,0.130,-0.269
8.689,-0.457,5.018,0.345,0.129,-0.245
8.746,-0.431,4.966,0.353,0.131,-0.213
8.789,-0.429,4.963,0.358,0.137,-0.189
8.825,-0.467,4.944,0.364,0.149,-0.167
8.827,-0.512,4.908,0.369,0.171,-0.138
8.842,-0.702,4.848,0.358,0.262,-0.062
8.839,-0.749,4.841,0.338,0.289,-0.045
8.832,-0.771,4.846,0.318,0.303,-0.033
8.823,-0.790,4.860,0.293,0.309,-0.021
8.792,-0.812,4.911,0.253,0.303,-0.008
8.780,-0.836,4.973,0.226,0.294,0.003
8.780,-0.850,5.009,0.203,0.284,0.013
8.734,-0.893,5.073,0.178,0.270,0.030
8.715,-0.948,5.114,0.163,0.260,0.043
8.705,-0.996,5.169,0.152,0.250,0.058
8.696,-1.049,5.241,0.143,0.245,0.079
8.677,-1.094,5.310,0.140,0.242,0.096
8.660,-1.135,5.375,0.136,0.239,0.111
8.614,-1.188,5.464,0.127,0.235,0.126
8.564,-1.240,5.507,0.116,0.230,0.134
8.511,-1.310,5.545,0.101,0.221,0.141
8.444,-1.384,5.602,0.072,0.204,0.143
8.377,-1.446,5.650,0.045,0.186,0.141
8.313,-1.489,5.698,0.017,0.163,0.136
8.236,-1.580,5.784,-0.021,0.127,0.125
8.200,-1.645,5.842,-0.047,0.097,0.114
8.155,-1.719,5.878,-0.071,0.068,0.100
8.092,-1.803,5.911,-0.092,0.033,0.081
8.064,-1.856,5.916,-0.100,0.007,0.067
8.045,-1.920,5.930,-0.100,-0.020,0.052
8.021,-1.970,5.959,-0.090,-0.052,0.032

8.995,9.261,2.169,-0.248,0.290,1.671
9.079,9.378,2.227,-0.182,0.339,1.900
9.108,9.383,2.289,-0.121,0.379,2.082
9.088,9.328,2.380,-0.044,0.422,2.272
9.033,9.165,2.523,0.077,0.474,2.540
8.950,9.021,2.689,0.179,0.514,2.751
8.854,8.827,2.873,0.287,0.554,2.967
8.660,8.480,3.115,0.436,0.602,3.252
8.519,8.176,3.273,0.542,0.632,3.458
8.361,7.875,3.443,0.648,0.659,3.656
8.169,7.563,3.615,0.751,0.683,3.843
7.925,7.075,3.785,0.884,0.711,4.076
